ra,dec,hst-f814w,uvista-y,uvista-j,uvista-h,uvista-ks,irac-ch1,irac-ch2,nircam_f115w,nircam_f150w,nircam_f277w,nircam_f444w,zpdf_med,mass_med,ssfr_med,ML-class,SED-class,ML-class_prob
150.3344539,2.179028857,25.34720941,25.68246729,24.17883152,23.9244718,23.90691206,23.62382394,23.75081504,25.05170028,24.13509281,23.77142471,23.78151008,2.5313,9.68699,-8.78272,FALSE,FALSE,3.56E-06
150.2447263,2.220342378,25.45135304,24.95108539,24.67375588,24.00500798,23.8449249,23.90560124,23.87422116,25.21865138,24.19422912,23.76207976,23.61038707,2.5403,9.7443,-8.98536,FALSE,FALSE,1.44E-05
150.2377559,2.225728727,25.37548109,23.55281747,23.26228396,23.21221846,23.0036821,22.51645368,22.38494199,24.80435587,24.15770669,23.08123326,22.32239469,2.5399,9.55,-7.30001,FALSE,FALSE,0.001416663
150.3407703,2.191637469,25.57060625,24.58637809,23.96972977,22.59197394,22.27232464,21.80474107,21.56649361,24.45635479,23.01202832,22.07771488,21.57788168,2.5343,10.69996,-9.79992,FALSE,FALSE,6.22E-05
150.3484744,2.192177465,25.65802993,24.75148903,24.29230837,23.63726174,23.25547396,22.97756547,22.85176283,24.914123,24.08976576,23.21747345,22.68222377,2.5318,10.09644,-8.5656,FALSE,FALSE,0.000389297
150.275246,2.224872308,25.21443173,24.32562306,24.32449184,23.94458985,23.76225811,24.39902441,24.43421705,24.71810304,23.91179299,23.1872761,23.05822801,2.529,10.15,-9.49999,FALSE,FALSE,9.73E-05
150.3408898,2.201864816,28.7130045,27.30396092,25.9941876,24.81086769,24.24960749,22.66859616,22.17026142,28.57565049,26.08923405,23.50535612,22.12953582,2.5361,10.60027,-8.44689,FALSE,FALSE,0.000144241
150.3310519,2.223382535,25.22742886,24.674303,24.2644493,23.69928973,23.51043181,23.30156407,23.22736964,24.99380972,24.08455878,23.48403549,23.01106608,2.5453,9.90598,-8.588,FALSE,FALSE,0.018503753
150.2530201,2.258501531,26.42778764,25.24591264,24.89064874,24.359891,24.15684855,23.60288932,23.51952957,25.76273392,24.96645433,23.97371626,23.33016493,2.541,9.66583,-8.16208,FALSE,FALSE,0.000144548
150.2589803,2.26886553,24.96458931,24.58240098,24.28691759,23.59825353,23.45973406,23.39748094,23.34052583,24.84321761,23.82822053,23.35048441,23.0451663,2.5263,9.9243,-8.72621,FALSE,FALSE,1.17E-05
150.3229028,2.248848931,25.24393099,24.74834258,24.39017977,23.92552875,23.88652438,23.82717429,23.90397126,25.6487673,24.32958704,23.85570062,23.60933071,2.5354,9.60189,-8.358,FALSE,FALSE,0.052725986
150.3397787,2.245162564,26.66005079,26.48498807,25.49050268,24.15594877,23.8682626,23.69723725,23.48677296,25.83090685,24.57755561,23.65452299,23.27787153,2.5417,9.96927,-9.04535,FALSE,FALSE,0.021572216
150.2611429,2.275768491,24.30334087,23.74581136,23.36776451,22.99170697,22.722584,22.23840222,21.98381563,23.82072036,23.36680604,22.68476694,22.03227619,2.5431,9.97095,-7.94155,FALSE,FALSE,0.002175493
150.2786091,2.273150806,24.13857261,23.65107661,23.27906112,22.81275538,22.74106759,22.57216978,22.51627674,23.73305724,23.09165699,22.74474266,22.45359187,2.5273,10.05691,-8.3414,FALSE,FALSE,7.30E-06
150.3652907,2.243669488,24.29930412,23.8531429,23.69728883,23.26943463,23.37441417,23.08141703,23.0205773,24.18222291,23.64506689,23.32764509,22.99045101,2.5476,9.64507,-7.98976,FALSE,FALSE,4.77E-05
150.3416404,2.252336636,26.15392017,25.81344456,25.38100439,24.47642453,24.20231399,24.27863212,24.26473293,25.61057399,24.7039611,24.16387957,23.84534824,2.5362,9.71253,-9.07071,FALSE,FALSE,0.011289588
150.2951803,2.275649787,25.6821196,24.61452613,24.12056302,23.47429476,23.14440601,22.46223024,22.2542895,24.88829283,23.88265266,22.79278231,22.10053584,2.5482,10.30478,-8.45917,FALSE,FALSE,4.68E-05
150.3072056,2.303945504,24.85748059,24.19300591,23.99427132,23.38798619,23.29691931,23.08278837,23.09161734,24.45834431,23.65682419,23.34997279,23.14201136,2.5311,9.83211,-8.69435,FALSE,FALSE,2.07E-05
150.3205078,2.315039836,24.61620751,23.83621096,23.59200927,23.00414263,22.83799652,22.6266407,22.44305324,24.70753412,23.42273554,22.71155665,22.3767327,2.5334,10.18928,-8.63032,FALSE,FALSE,0.076882197
150.3329797,2.321269689,26.43713315,24.98940695,24.37321744,23.23374921,22.89525871,22.52540578,22.40916519,24.98864161,23.71689374,22.76372099,22.32051728,2.5279,10.39825,-9.58239,TRUE,FALSE,0.004833053
150.2958789,2.341874128,24.04967354,23.29465887,22.61205876,21.19255027,20.96550817,21.0237353,20.85533987,22.94538366,21.44489806,20.91408386,20.62150533,2.5299,11.05,-10.9,TRUE,TRUE,4.39E-07
150.3376346,2.327347701,26.56156497,25.03303219,24.14101545,23.44957369,22.91179429,22.01041214,21.65476191,25.99382768,24.17356861,22.3698115,21.51892539,2.5321,10.69066,-8.53002,FALSE,FALSE,0.999409243
150.3481962,2.329909776,25.97176579,25.47612213,24.82048054,24.04346482,23.77593688,23.40297434,23.11054773,25.79667126,24.63976836,23.52908026,22.86446428,2.5308,9.90327,-8.27729,FALSE,FALSE,9.86E-05
150.2885267,2.354324943,24.553026,24.34917329,24.09428906,23.58707179,23.62466186,23.72742613,23.61755032,24.46856338,23.87611465,23.64325639,23.42985065,2.5455,9.57725,-8.52649,FALSE,FALSE,1.15E-05
150.3967178,2.109803335,25.30519704,24.72177828,24.49018712,23.64983839,23.41908998,23.51475321,23.37599524,24.88924482,23.9464472,23.39156654,23.11638413,2.5396,10.00146,-9.0382,FALSE,FALSE,0.066983048
150.3716291,2.128338634,25.42990251,24.54615151,24.41163468,23.73309667,23.44747281,23.13894112,23.01771054,25.51845228,24.15070523,23.28372648,22.77818129,2.5437,9.83943,-8.18191,FALSE,FALSE,1.74E-06
150.4069034,2.131497171,27.35389287,25.72634948,25.20453231,24.29531234,23.58057272,22.8123915,22.25936769,25.77056646,24.94277648,22.96639864,21.73799331,2.5346,10.31896,-7.88792,FALSE,FALSE,1.27E-05
150.383236,2.141710018,25.82457994,24.95999937,24.43423628,23.06806541,22.75037983,22.74623373,22.62129302,24.84898179,23.37895243,22.8000882,22.50753887,2.5456,10.34641,-10.29227,TRUE,TRUE,0.00083048
150.4498703,2.12128093,25.9886027,25.23293564,24.7269171,24.07878564,23.92040287,21.77708585,21.67202761,25.79151023,24.6207591,24.14882152,23.89129645,2.5476,9.73828,-9.25114,FALSE,FALSE,7.77E-05
150.401701,2.154924944,25.71890384,24.91093335,24.63300795,23.78458596,23.52214588,23.06783145,22.77331664,25.02529405,24.16352748,23.25831004,22.60448264,2.5394,9.95737,-8.15574,FALSE,FALSE,0.001267995
150.4253556,2.162418721,23.83721926,23.78484078,23.69320638,23.19801344,23.22613754,23.35672577,23.18743912,23.84120088,23.45694754,23.15931604,22.98994628,2.5272,9.75525,-8.3987,FALSE,FALSE,0.000362146
150.4117856,2.200512879,24.94504981,24.09671757,24.14006395,23.74348849,23.54369636,22.29112337,21.93776042,25.46579129,24.40021497,23.73025737,23.52027711,2.5399,9.65276,-8.43694,FALSE,FALSE,4.43E-05
150.3976391,2.208078206,25.27756044,24.31282727,23.58925504,22.04773401,21.74298068,21.56208342,21.42834216,23.90807134,22.32825008,21.63670988,21.32426195,2.5465,10.80001,-10.60001,TRUE,TRUE,0.000391124
150.4434562,2.216580071,23.44306475,23.1923286,23.01939268,22.54356094,22.37193138,22.44546146,22.34265195,23.13329748,22.83420315,22.51239777,22.16946555,2.5312,9.88061,-7.70104,FALSE,FALSE,9.59E-05
150.4676731,2.231475155,27.38613455,25.40027588,26.78546195,24.53513271,24.26429031,23.55514808,22.97209109,27.77325616,26.33982768,23.87320063,22.7618142,2.5464,9.96915,-8.02812,FALSE,FALSE,0.000191194
150.4624242,2.244679001,25.64289036,24.75196092,24.51442279,23.88438397,23.73341738,23.70274264,23.43791985,25.13856327,24.31049695,23.82661882,23.53139014,2.5348,9.76673,-8.80022,FALSE,FALSE,0.491584134
150.405617,2.300633292,26.16345166,24.65542152,24.53206016,23.72156071,23.47674814,22.82492781,22.79130358,25.31746378,24.30731379,23.27991909,22.71671747,2.5374,10.25722,-8.97029,FALSE,FALSE,0.000438741
149.7331273,2.150583208,26.74317727,26.15580992,25.47574313,24.72313336,24.714249,24.30290446,24.07621611,26.12864808,25.45333768,24.3158489,23.87977563,2.5558,9.77563,-8.87067,FALSE,FALSE,0.000128669
149.7772403,2.145212422,26.76495212,25.53523652,25.29764714,24.10187446,23.79817752,23.12744146,22.91838482,25.98427507,24.58531522,23.47341225,23.07554209,2.556,10.10768,-8.99086,FALSE,FALSE,0.001381506
149.8025053,2.145551108,25.06113992,24.54570492,24.17432284,23.69549312,23.56287756,23.21510802,23.07236082,24.69191572,24.00422279,23.43898373,23.06905449,2.5619,9.66332,-7.92664,FALSE,FALSE,1.62E-05
149.7833231,2.228166004,25.6575771,25.10087289,24.71257289,23.93311632,23.73191815,23.35137805,23.51303343,25.26122217,24.14849513,23.59847893,23.29677394,2.5629,9.95778,-9.08203,FALSE,FALSE,5.18E-05
149.8740179,2.198600708,25.61177483,24.36834987,23.93239091,23.31603349,22.84433656,22.12783628,21.81197372,25.00345808,23.73985937,22.44226399,21.76167902,2.5718,10.73981,-9.18265,FALSE,FALSE,0.002052679
149.8535343,2.219236697,25.44935562,25.29384852,25.00839539,24.22230708,24.09179012,24.30938438,24.30270797,25.34062094,24.46184166,24.12246085,23.94320094,2.5625,9.61087,-8.85764,FALSE,FALSE,0.002283498
149.8791433,2.234871022,25.58311703,25.18034129,24.77826733,24.29230128,24.28739064,24.04887375,23.90061543,25.23367553,24.58908945,24.11456423,23.86013418,2.5533,9.51544,-8.49216,FALSE,FALSE,0.00627419
149.8626088,2.103253407,28.16640459,28.77813707,26.485727,24.9576952,24.39592381,24.26168177,24.00774569,26.842912,25.37352129,24.07687448,23.72968206,2.5579,9.98233,-10.63597,TRUE,TRUE,0.000914935
149.9894681,2.06944753,27.7945075,25.8927909,25.43571502,24.83463776,24.26702898,23.40091429,22.92223167,26.58508518,25.59549695,23.90658705,22.9528273,2.5707,10.0116,-8.25092,FALSE,FALSE,0.000221776
149.8993912,2.125335253,25.61971107,25.18851182,24.61383913,23.92439645,23.74309025,23.86307097,23.69490683,26.21011239,24.29295106,23.69546497,23.44310857,2.5526,9.86028,-8.89164,FALSE,FALSE,5.55E-05
149.9983655,2.097312617,24.92779926,24.0553286,23.60433583,22.65577943,22.2262913,21.69641909,21.46041446,24.04397772,23.07000892,21.8315575,21.25260719,2.5606,10.65149,-8.20322,FALSE,FALSE,5.75E-05
149.9043308,2.180658284,24.23376699,24.12235283,23.80147901,23.23151517,23.23375142,23.20996363,23.0918654,24.01671754,23.48227608,23.22264189,22.98917844,2.5543,9.74441,-8.39734,FALSE,FALSE,0.000106294
149.9950656,2.178275757,25.38482764,24.61781679,24.00842788,22.67135271,22.21700406,21.69369752,21.42210928,24.33956116,23.05918065,21.890155,21.27205758,2.5681,10.85,-9.20001,FALSE,FALSE,0.0002898
149.9664678,2.209070052,25.21328626,24.64951209,24.40298947,23.95504431,23.8531401,23.41619518,23.32643153,24.99808671,24.26456962,23.62630093,23.43568607,2.5734,9.80074,-8.7221,FALSE,FALSE,0.00035559
150.103964,2.118688619,25.48925469,24.80912578,24.49906812,23.942805,23.94504345,24.66214377,23.75892305,24.94566666,24.31441785,23.85353887,23.49120124,2.5545,9.66164,-8.55926,FALSE,FALSE,1.76E-05
150.1224021,2.156549382,25.23148916,24.44860883,24.3611994,23.94985936,23.94067641,23.81739522,23.98639234,24.81944808,24.3385117,23.90869789,23.7492861,2.5531,9.5339,-8.52806,FALSE,FALSE,0.000205112
150.1965438,1.988741481,25.75808122,23.88732941,23.34420587,21.51231163,20.86328061,20.44805844,20.35833559,23.42915163,21.7658317,20.60771333,20.17532232,2.5534,11.31016,-10.32062,TRUE,TRUE,0.000473685
150.2618596,2.00895363,24.46178174,24.25939653,23.85366853,23.39079761,23.40822814,23.54731632,23.51981511,24.19754987,23.55818345,23.27519348,23.16657277,2.5548,9.80111,-8.69725,FALSE,FALSE,0.001619292
150.263818,2.033350224,23.7085866,23.35668429,23.10553744,22.64287222,22.78214056,22.89711689,22.79431264,23.40084601,22.96132709,22.82722464,22.58569357,2.553,9.80514,-8.25005,FALSE,FALSE,0.000330001
150.2404982,2.072638395,25.46879377,25.20136542,24.60977641,24.1842097,23.96874321,24.00028717,23.98885999,25.96638316,24.38531643,23.99872936,23.920473,2.556,9.61257,-8.72653,FALSE,FALSE,2.69E-05
150.2647073,2.113342467,23.94947191,23.67808817,23.37484968,22.95265896,22.9221858,22.8103051,22.78064799,23.66650008,23.10830413,22.87107722,22.62422256,2.564,9.92161,-8.40578,FALSE,FALSE,0.020274289
150.2174228,2.136797132,24.82390211,24.46901729,24.34284067,23.73047181,23.92139019,23.90848389,23.87104813,24.74039964,24.07763138,23.80309928,23.69015162,2.5683,9.53975,-8.49999,FALSE,FALSE,1.46E-05
150.2414611,2.152830914,25.58704493,25.29392309,24.99164072,23.93827206,23.74404069,23.94436315,23.72028454,25.28777824,24.28408368,23.38653284,22.98910735,2.5511,10.1711,-9.20981,FALSE,FALSE,0.000461022
150.2953817,2.013097443,25.37765723,25.00669921,24.45735187,23.80781258,23.69397105,23.36400299,23.3110744,24.94542939,24.12507997,23.64126595,23.40124127,2.5747,9.83027,-8.84225,FALSE,FALSE,3.74E-06
150.3485625,2.042623054,24.31989852,23.61973234,23.30192152,23.15568999,22.933131,23.29319384,23.36598688,23.76606924,23.39952053,22.88012271,22.63158097,2.5562,10.23701,-9.17418,FALSE,FALSE,0.06106039
149.7550119,2.049097026,27.6074322,27.14913392,26.17694973,24.97409023,24.41983868,23.18554457,22.71464078,27.45936335,25.6698834,23.71125132,22.53792938,2.5729,10.07869,-7.96094,FALSE,FALSE,2.86E-05
149.7643676,2.067694559,24.81887567,24.14259806,23.91614108,23.2241257,23.08079987,22.95141826,22.83289663,24.2805027,23.51824579,22.94107138,22.58106113,2.5641,10.17669,-8.96962,FALSE,FALSE,4.28E-05
149.7720148,2.066846495,25.55684292,25.11096968,24.90849085,24.10969111,23.9943389,23.90181467,23.68677612,25.28229029,24.51249025,23.76553052,23.39102745,2.5613,9.8673,-8.7497,FALSE,FALSE,0.001546724
149.7192464,2.102334921,24.83723223,24.27629422,24.1878562,23.50343453,23.86489637,24.0584643,24.04168889,24.66856737,23.83079569,23.71660954,23.57630072,2.5736,9.67146,-8.65838,FALSE,FALSE,0.000209067
149.8620189,1.902491531,24.64814547,23.76851176,23.3957079,22.82702271,22.65475334,22.42375478,22.24426937,24.05554743,23.1615691,22.46626887,22.0769332,2.5559,10.0092,-7.62437,FALSE,FALSE,0.051574619
149.8833755,1.920543903,24.53668344,24.03451297,23.79393558,23.25640226,23.05647485,23.19604412,23.15773705,24.24254772,23.45997584,22.84166316,22.43191215,2.5672,10.34573,-9.14044,FALSE,FALSE,0.932198941
149.8886028,1.925247459,24.81496701,25.0126153,24.46471597,23.86898217,23.95711807,23.88781574,23.71969508,24.51388546,24.19380937,23.7499299,23.45744081,2.5507,9.57734,-8.33376,FALSE,FALSE,0.028826208
149.8195236,1.962528427,25.1204069,24.54755845,24.37307781,23.76576663,23.80299586,23.66846107,23.64821325,24.8036967,24.0566669,23.61186443,23.4351687,2.561,9.75729,-8.70581,FALSE,FALSE,0.065006608
149.8559137,1.953444788,24.85531513,24.17528067,23.91668167,23.18221036,22.99102035,22.90207769,22.74056887,24.36182114,23.57296517,22.8600107,22.48087333,2.5556,10.07049,-8.24291,FALSE,FALSE,7.80E-05
149.8666944,1.952652225,24.73059197,24.31186175,24.11109576,23.74747952,23.71744689,23.22710826,23.16614933,24.3593425,23.91579765,23.4527246,23.08227385,2.5699,9.64285,-8.12241,FALSE,FALSE,6.70E-06
149.8733477,1.95612472,26.57447457,25.06970759,24.56056802,24.11967066,23.75701998,23.56084927,23.06404572,25.89465656,24.88656071,23.45934966,22.73842379,2.5606,9.61672,-7.62876,FALSE,FALSE,0.000128353
149.9022055,1.956901594,29.72421695,26.62386455,25.61688188,24.25433326,23.94595826,23.25279418,23.12310772,26.61731499,24.86086016,23.61374298,23.16218694,2.552,10.13407,-9.7619,TRUE,FALSE,1.87E-05
149.8984974,1.960704178,26.39008039,25.65331705,25.44518865,25.21038316,24.87521156,25.40112303,25.33513189,26.44462471,24.86830715,23.97092377,23.71962168,2.5745,9.94994,-9.69986,FALSE,FALSE,1.06E-05
149.9264158,1.952294152,25.09479547,21.20525054,21.34700938,21.36381715,21.19572533,20.71602968,20.69028932,22.8556198,22.10940198,21.16597197,20.78226436,2.5524,11.1,-9.7,TRUE,FALSE,0.000668134
149.8720209,1.974428082,24.68632074,24.00619532,23.78567891,23.10601361,22.93922461,22.69147734,22.57258034,24.18588647,23.47304672,22.73732478,22.35297305,2.5642,10.06049,-8.15346,FALSE,FALSE,0.000379491
149.9041813,1.96346111,24.11218089,23.75759496,23.56004489,23.10659246,23.14778979,23.25383705,23.22535578,23.93206939,23.37553937,23.16228847,22.95578924,2.5565,9.71585,-8.31467,FALSE,FALSE,0.000116073
149.8365626,1.996286779,24.16970812,23.83054816,23.6067544,23.06595898,23.06679661,23.08767405,22.93276557,23.8435307,23.30589855,23.00186856,22.76614559,2.5503,9.90222,-8.52267,FALSE,FALSE,0.00151351
149.9599603,1.962083851,28.24169814,27.84280305,25.5352695,24.84928848,24.51530226,23.55242525,23.16172793,26.97274165,25.90597404,23.89260716,22.93125702,2.5624,10.0729,-8.37852,FALSE,FALSE,0.009932829
149.8450297,2.006575795,26.25603025,25.2229573,24.88650871,24.04165052,23.68684191,23.34114938,23.18761924,26.22033187,24.47134815,23.32344539,22.8342374,2.5628,10.21347,-8.76913,FALSE,FALSE,0.00028309
149.8598014,2.015935895,26.73106235,25.46271424,25.09651644,24.57434857,24.56467144,24.30912905,24.02626851,26.09731463,25.13814921,24.20210014,23.95921727,2.5591,9.73364,-9.05671,FALSE,FALSE,0.005031116
149.9200055,1.994932271,25.54883952,24.74612458,24.28872049,23.63336979,23.3681604,22.60239017,22.85318438,25.12099008,24.05809269,23.17961271,22.86470555,2.5688,10.1536,-8.94702,FALSE,FALSE,0.000217941
149.9613563,1.992760894,24.4575061,24.59325538,24.1720795,23.54646807,23.66487339,23.70476771,23.62952697,24.3441277,23.81538751,23.61366881,23.55768518,2.5706,9.63677,-8.52082,FALSE,FALSE,6.15E-05
149.8721909,2.037990484,25.52125799,24.8563897,24.19144061,23.58190602,23.19470253,23.23095965,23.0704577,24.79159911,23.74858588,23.11197707,22.78479222,2.552,10.17882,-9.06883,FALSE,FALSE,0.000277232
149.9798368,2.01349569,25.68766599,24.96107046,24.74159586,23.95089474,23.7633447,23.33006809,23.14068346,25.32949021,24.40244763,23.47206431,22.9874109,2.5637,9.9277,-8.48674,FALSE,FALSE,0.00276379
149.9798731,2.034439645,25.38059796,24.87721627,24.19712598,23.62789088,23.13961886,22.66099805,22.44430206,25.39197909,24.18411759,23.18414167,22.2938474,2.574,9.74845,-7.69676,FALSE,FALSE,0.997892388
149.9104082,2.070450178,25.20144886,24.83292757,24.55797403,24.0437787,23.95396861,23.76491934,23.7481454,25.02301835,24.24295288,23.90098659,23.8121813,2.5525,9.50584,-8.36129,FALSE,FALSE,8.85E-06
149.9410328,2.073068352,24.74294462,24.07360824,23.91712211,23.31332506,23.12280647,22.79425042,22.60086369,24.21750995,23.61414621,22.83588565,22.31554608,2.5558,9.96234,-8.10167,FALSE,FALSE,0.00022782
150.0016036,1.911904531,24.81180486,24.02668726,23.36663947,21.9720918,21.6042105,21.47337048,21.34191066,23.78487715,22.42940894,21.39810819,21.13452468,2.5507,10.90116,-9.9,TRUE,FALSE,1.02E-05
149.972348,1.925693731,26.6774417,25.6598199,25.14952009,24.22831395,23.73314218,23.00021589,23.09698793,25.89594588,24.79298598,23.45590981,22.76240535,2.5564,10.27857,-8.90731,FALSE,FALSE,0.000131446
150.0212416,1.92167297,26.58594415,24.6909658,24.09978569,22.78538321,22.09683669,21.01696635,20.6656014,25.21600759,23.30876768,21.591331,20.57517612,2.5599,11.20022,-8.65841,FALSE,FALSE,3.26E-05
150.0606486,1.91960653,25.22123396,24.82864473,24.5447085,23.902367,24.04917796,23.9444097,23.859455,25.13651833,24.28950402,23.85942774,23.61669273,2.5547,9.67735,-8.73981,FALSE,FALSE,0.015097202
150.0723761,1.927586369,25.70225833,24.97576009,24.64154723,24.2298828,24.29947,24.00576589,24.07084738,25.30048084,24.51354458,24.0947665,23.8016759,2.5512,9.55976,-8.59059,FALSE,FALSE,4.74E-05
150.1182555,1.965614151,25.89786119,25.35822669,25.08394869,24.33032295,24.14078411,23.78572131,23.61057124,25.46230909,24.63854006,23.92980189,23.65353579,2.569,9.84055,-9.12067,FALSE,FALSE,0.000328333
150.0020457,2.032801696,26.43294883,25.28927322,25.13718621,24.22944743,24.21278928,25.17834528,24.94265276,25.65755292,25.10225773,24.0360271,23.54097533,2.5675,9.62289,-8.29227,FALSE,FALSE,0.000530875
150.1788064,1.79686857,25.5422642,24.72025018,24.59032877,23.82160218,23.69170853,22.72811663,22.63835244,24.91005178,24.16611559,23.49792031,23.1370727,2.5661,9.72224,-8.12619,FALSE,FALSE,7.43E-05
150.2093575,1.799570488,25.47662025,25.13726122,24.75647613,24.03232011,23.98789055,23.51289199,23.44952694,25.73724406,24.39572047,23.79898044,23.59530205,2.5613,9.81226,-9.00148,FALSE,FALSE,0.006494218
150.130463,1.835795572,28.12191125,26.5796756,26.0250104,24.19885542,23.83508494,23.50898876,23.43400274,26.09789565,24.57183401,23.55408441,23.21364682,2.5516,10.10537,-10.65683,TRUE,TRUE,0.981359751
150.1752538,1.831026667,25.77817897,24.74803734,24.29148859,23.38484641,23.07145108,22.64842361,22.37613134,25.07846684,23.93691002,22.77931394,22.01737217,2.556,10.56859,-9.09169,FALSE,FALSE,0.086021734
150.1928339,1.82824972,25.12548162,24.21841913,23.93621827,23.17994436,22.95834805,22.52619457,22.3155897,24.28406719,23.66486732,22.67144534,22.12272171,2.5561,10.28921,-8.52998,FALSE,FALSE,6.21E-05
150.1940312,1.870360467,27.13634088,26.64904749,25.78588459,25.10382454,24.79665061,24.27765555,24.15066643,26.86229118,25.42510088,24.47389193,24.03105163,2.5743,9.72897,-9.02433,FALSE,FALSE,3.28E-05
150.1912145,1.917285427,27.57171592,27.95794252,26.28717118,24.36971422,23.79257213,23.40359567,23.05397178,26.9152144,25.15261506,23.25038234,22.47824165,2.5717,10.57839,-9.51301,TRUE,FALSE,3.42E-05
150.1593759,1.984680192,26.35497982,25.17808846,25.13242428,24.6564511,24.56277989,23.71431217,23.74933783,26.04454709,25.2445228,24.14033768,23.67228287,2.5587,9.77833,-8.69842,FALSE,FALSE,6.10E-05
150.2339622,1.959533705,25.1377698,24.50157851,24.1771042,23.36742966,23.11394607,22.61940619,22.51088651,24.36419312,23.65214479,22.79186849,22.38757561,2.5584,10.14561,-8.59776,FALSE,FALSE,4.60E-05
150.3096246,1.740447357,27.30503249,26.55295312,26.28309002,24.58048905,24.05210737,23.95585747,23.98854234,26.20104071,24.7332679,23.69425982,23.48115668,2.5723,10.03768,-10.99725,TRUE,TRUE,0.002861106
150.3342971,1.872485784,26.78264781,25.79818709,24.38889832,23.7727029,23.18792371,22.34338945,22.02180623,25.58201156,24.58445624,22.69326784,21.76759104,2.563,10.49952,-8.32451,FALSE,FALSE,0.000195484
150.260352,1.909620859,24.16830321,24.16125952,23.79931585,23.16373703,23.35185377,23.66001426,23.52917618,23.89911661,23.50615911,23.35799945,23.19526465,2.5679,9.54907,-7.99763,FALSE,FALSE,0.131812559
150.3672688,1.902557657,25.89703752,25.2415456,25.06451358,24.18350498,23.82092268,23.87560287,23.65916201,25.14522925,24.56516009,23.75518579,23.39010523,2.5513,9.88056,-8.82436,FALSE,FALSE,0.087920083
149.8968463,2.502603273,24.77762136,24.40722976,24.1772203,23.50005069,23.49790779,23.5117431,23.43635499,24.57988137,23.80439406,23.36173264,23.24980067,2.5641,9.7375,-8.39604,FALSE,FALSE,2.55E-05
149.9106764,2.544614726,28.14478995,26.93377604,25.69080457,24.17825455,23.66174578,23.01624619,22.8101525,26.11441026,24.50896177,23.32852468,22.78734242,2.5722,10.19365,-9.41416,TRUE,FALSE,0.001955556
149.9048657,2.612883005,26.02252982,25.01562153,24.71298574,23.54464806,23.11887462,22.61170634,22.2204938,25.84359511,24.41824133,22.87773962,22.16312703,2.5588,10.56113,-9.17318,FALSE,FALSE,0.000134646
150.0174576,2.577542587,26.09912842,25.68083171,24.75411807,24.38132835,23.75679345,23.95419434,24.10046262,25.35226013,24.66790471,23.65098852,23.06942645,2.5739,10.14291,-9.18469,FALSE,FALSE,0.74623736
149.9438694,2.604170239,25.73066608,25.0514506,24.71233628,24.07448108,23.90306368,25.44143851,24.59064076,26.27915481,24.39138847,23.68947068,23.43597125,2.5565,9.97099,-9.17694,FALSE,FALSE,0.120138743
149.9434254,2.683995331,25.24690644,24.92442353,24.6081841,23.99134723,23.98896431,23.20915524,23.37700873,24.97930499,24.19738177,23.92120929,23.80682463,2.5567,9.57523,-8.64378,FALSE,FALSE,4.22E-06
150.1161488,2.436099925,24.94387326,24.67254191,24.34768998,23.70217285,23.70843764,23.92081917,23.74466635,24.62876662,23.99139922,23.65368899,23.41080588,2.559,9.66602,-8.57125,FALSE,FALSE,1.70E-05
150.0960001,2.495102821,24.36868306,23.89330926,23.6087331,23.14832543,23.09895913,22.93246846,22.79045818,23.94399992,23.37952123,22.89000362,22.57071179,2.5666,9.90845,-8.23651,FALSE,FALSE,0.000317628
150.046115,2.563425186,24.3434627,24.01270248,23.64400778,23.18297548,23.19558395,23.28797486,23.29791384,24.04788849,23.41597952,23.02754955,22.80822814,2.5534,9.91365,-8.56012,FALSE,FALSE,0.025093762
150.0524465,2.571048829,24.37870756,23.9522737,23.79153669,23.10734374,22.93896626,22.64297944,22.65455327,24.26145977,23.51242284,22.85994062,22.63750275,2.5671,10.11433,-8.80945,FALSE,FALSE,4.94E-05
150.1045199,2.566897508,24.29391219,24.2003196,23.87311195,23.10663659,23.21855832,23.46019386,23.3679084,24.09008538,23.40485391,23.18382805,23.08940178,2.5659,9.83806,-8.59386,FALSE,FALSE,0.002559724
150.0569591,2.625028046,24.58160581,24.01558019,23.45029989,23.1427266,23.25247487,22.8109341,23.20196664,24.01101794,23.53875695,23.13917649,23.21373932,2.5516,9.76946,-8.47196,FALSE,FALSE,0.000255257
150.2247327,2.385499715,24.31467699,23.82617604,23.46857614,22.95700086,22.90931647,22.73288297,22.71349462,23.86293457,23.13296561,22.86058939,22.655682,2.5556,10.00235,-8.60629,FALSE,FALSE,0.000327302
150.222055,2.388123772,25.2067032,24.9384009,24.53028179,23.89990732,23.84286107,23.49138715,23.53261906,24.86948185,24.09353803,23.88131001,23.77713573,2.5613,9.5636,-8.76299,FALSE,FALSE,3.63E-05
150.1826531,2.410502893,25.10521633,24.64543491,24.41771148,23.90669812,23.79936195,24.1828485,24.03982365,24.88412193,24.14396902,23.89802692,23.69014311,2.5667,9.52112,-8.19613,FALSE,FALSE,0.003154419
150.193895,2.415440721,25.75813814,25.1128996,24.72890261,23.95998575,23.75270762,23.4124186,23.21743381,25.15141229,24.47239817,23.5772813,22.9970071,2.5506,9.84082,-8.35965,FALSE,FALSE,0.060490521
150.2491533,2.4424859,25.45181362,26.08154286,24.7329577,23.92675467,24.24434426,23.9931597,23.81363892,25.04504222,24.33004416,23.97137307,23.76973585,2.5739,9.57007,-8.46254,FALSE,FALSE,3.69E-05
